LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_OPERATIONAL_RATING,YR1_OPERATIONAL_RATING,YR2_OPERATIONAL_RATING,OPERATIONAL_RATING_BAND,ELECTRIC_CO2,HEATING_CO2,RENEWABLES_CO2,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,MAIN_BENCHMARK,MAIN_HEATING_FUEL,OTHER_FUEL,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,TOTAL_FLOOR_AREA,ANNUAL_THERMAL_FUEL_USAGE,TYPICAL_THERMAL_FUEL_USAGE,ANNUAL_ELECTRICAL_FUEL_USAGE,TYPICAL_ELECTRICAL_FUEL_USAGE,RENEWABLES_FUEL_THERMAL,RENEWABLES_ELECTRICAL,YR1_ELECTRICITY_CO2,YR2_ELECTRICITY_CO2,YR1_HEATING_CO2,YR2_HEATING_CO2,YR1_RENEWABLES_CO2,YR2_RENEWABLES_CO2,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,BUILDING_CATEGORY,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,NOMINATED_DATE,OR_ASSESSMENT_END_DATE,LODGEMENT_DATETIME,OCCUPANCY_LEVEL,UPRN,UPRN_SOURCE
29327480062016011112110178090590,,The Wallace Collection,"Hertford House, Manchester Square",W1U 3BN,970581880000,253,297,273,G,1220,284,0,Cultural Activities,2016-01-05,E09000033,E14000639,Greater London Authority,2016-01-11,Cultural Activities,Natural Gas,,,,5985,245,224,371,101,0,0,1391,1375,321,309,0,0,Yes,,3,5,Air Conditioning,H4;,"The Wallace Collection, Hertford House, Manchester Square",Westminster,Cities of London and Westminster,LONDON,2016-01-14,2015-10-31,2016-01-11 12:11:01,Extended Occupancy,10033582984,Address Matched
2120350032010072823240163000592,,Metropolitan Police,"Charing Cross Police Station, Agar Street",WC2N 4JP,521358110000,122,122,,E,1305,466,0,Emergency Services,2010-07-06,E09000033,E14000639,Greater London Authority,2010-07-28,Emergency Services,Natural Gas,,,,12884.6,186,381,184,70,0,0,1259,,457,,0,,Yes,,2,5,Mixed-mode with Natural Ventilation,S9;,"Metropolitan Police, Charing Cross Police Station, Agar Street",Westminster,Cities of London and Westminster,LONDON,2009-09-30,2009-06-30,2010-07-28 23:24:01,,10092021240,Address Matched
6840524012008121712373308000592,,Central and North West London NHS Foundation Trust,7a Woodfield Road,W9 2BA,527748190000,86,,,D,280,187,0,Information not provided,2008-07-02,E09000033,E14001036,Greater London Authority,2008-12-17,CAN'T FIND IN DIRECTORY,Natural Gas,,,,3890,253,348,131,135,0,0,,,,,,,,,,,Mixed-mode with Natural Ventilation,C1;,"Central and North West London NHS Foundation Trust, 7a Woodfield Road",Westminster,Westminster North,LONDON,2008-07-02,2008-07-01,2008-12-17 12:37:33,,,
7729566032018012609205307900593,,Sardinia House,51-52 Lincoln's Inn Fields,WC2A 3LZ,636753340000,55,52,103,C,88,38,0,University Campus,2016-12-20,E09000033,E14000639,Greater London Authority,2018-01-26,University Campus,Natural Gas,,,,2640,74,214,60,80,0,0,88,88,32,149,0,0,Yes,,1,4,Heating and Natural Ventilation,S4;,"Sardinia House, 51-52 Lincoln's Inn Fields",Westminster,Cities of London and Westminster,LONDON,2018-01-19,2017-11-29,2018-01-26 09:20:53,Standard Occupancy,10033537479,Address Matched
24478980032010112910373349900593,,Nuffield Health,Jubilee Sports Centre,W10 4RR,831951390000,56,72,,C,114,354,0,Swimming Pool Centre; Dry Sports And Leisure Facility,2010-11-14,E09000033,E14001036,Greater London Authority,2010-11-29,Swimming Pool Centre,Natural Gas,,,,3008,607,813,69,219,0,0,261,,332,,0,,Yes,,1,5,Heating and Mechanical Ventilation,H6; H8;,"Nuffield Health, Jubilee Sports Centre",Westminster,Westminster North,LONDON,2010-10-31,2010-09-01,2010-11-29 10:37:33,Extended Occupancy,,
691819032011093016314585000594,,Queens Park Primary School,Droop Street,W10 4DQ,147557630000,161,202,171,G,92,71,0,Schools And Seasonal Public Buildings,2011-09-08,E09000033,E14001036,Greater London Authority,2011-09-30,Schools And Seasonal Public Buildings,Natural Gas,,,,1959,188,155,86,40,0,0,126,103,71,68,0,0,No,,,5,Heating and Natural Ventilation,S3;,"Queens Park Primary School, Droop Street",Westminster,Westminster North,LONDON,2011-03-19,2011-02-01,2011-09-30 16:31:45,Standard Occupancy,100023433443,Address Matched
339300242011122111414008600210,,Local Government Ombudsman,"21-24Millbank Tower, Millbank",SW1P 4QP,322640600000,142,107,147,F,84,75,0,General Office,2011-09-28,E09000033,E14000639,Greater London Authority,2011-12-21,General Office,Natural Gas,,,,1339.5,291,124,115,109,0,0,69,86,52,80,0,0,No,,,5,Heating and Mechanical Ventilation,C1;,"Local Government Ombudsman, 21-24Millbank Tower, Millbank",Westminster,Cities of London and Westminster,LONDON,2011-09-29,2011-07-02,2011-12-21 11:41:40,Extended Occupancy,,
29916361242011110116424829800210,WINSTON CHURCHILL BUILDING,Imperial College Healthcare NHS Trust,St Mary's Hospital,W2 1NY,624686820010,85,101,100,D,128,77,0,Hospital - Clinical And Research,2011-09-21,E09000033,E14000639,Greater London Authority,2011-11-01,Hospital - Clinical And Research,Natural Gas,,,,1873.62,212,408,124,90,0,0,136,130,110,113,0,0,Yes,,2,1,Mixed-mode with Natural Ventilation,S6;,"WINSTON CHURCHILL BUILDING, Imperial College Healthcare NHS Trust, St Mary's Hospital",Westminster,Cities of London and Westminster,LONDON,2011-09-30,2011-06-30,2011-11-01 16:42:48,Standard Occupancy,,
1790630402009100314002554700210,,Department for Environment Food & Rural Affairs (D E F R A),"Nobel House, 17 Smith Square",SW1P 3JR,746173750000,113,106,,E,874,658,171,General office,2009-09-24,E09000033,E14000639,Greater London Authority,2009-10-03,General office,Natural Gas,,,,16891.25,201,121,94,103,0,16.4,917,,405,,,,Yes,,3,1,Mixed-mode with Natural Ventilation,C1;,"Department for Environment Food & Rural Affairs (D E F R A), Nobel House, 17 Smith Square",Westminster,Cities of London and Westminster,LONDON,2009-10-01,2009-08-11,2009-10-03 14:00:25,,10033543337,Address Matched
911870642018022114211714600210,,"Department for Business, Energy & Industrial Strategy",3-4 Abbey Orchard Street,SW1P 2HT,769087610000,191,171,237,G,368,68,0,General Office,2016-09-24,E09000033,E14000639,Greater London Authority,2018-02-21,General Office,Natural Gas,,,,3110,113,110,215,95,0,0,417,423,78,125,0,0,Yes,,3,3,Air Conditioning,C1;,"Department for Business, Energy & Industrial Strategy, 3-4 Abbey Orchard Street",Westminster,Cities of London and Westminster,LONDON,2017-05-01,2017-03-31,2018-02-21 14:21:17,Standard Occupancy,,
2133910002016060616143297100210,,Westminster Kingsway College,76 Vincent Square,SW1P 2PD,803301190000,125,185,178,E,822,398,0,University Campus; Restaurant,2014-09-23,E09000033,E14000639,Greater London Authority,2016-06-06,University Campus,Natural Gas,,,,9881,208,256,151,90,0,0,861,852,822,449,,,Yes,193,,1,Heating and Natural Ventilation,S4; H1;,"Westminster Kingsway College, 76 Vincent Square",Westminster,Cities of London and Westminster,LONDON,2014-10-24,2014-09-01,2016-06-06 16:14:32,Extended Occupancy,10033599320,Address Matched
384380022016092215155641910220,,1 Drummond Gate,,SW1V 2QQ,243682140000,207,184,184,G,1417,217,0,General Office,2016-09-12,E09000033,E14000639,Greater London Authority,2016-09-22,General Office,Natural Gas,,,,10195,109,109,253,102,0,0,1435,1444,215,191,0,0,Yes,1458,,1,Air Conditioning,C1;,1 Drummond Gate,Westminster,Cities of London and Westminster,LONDON,2016-09-01,2016-07-31,2016-09-22 15:15:56,Extended Occupancy,,
26484680062016042814531324270220,,National Audit Office,157-197 Buckingham Palace Road,SW1W 9SP,225383410000,142,110,103,F,1547,352,0,General Office; Restaurant,2016-03-22,E09000033,E14000639,Greater London Authority,2016-04-28,General Office,Natural Gas,,,,18103.5,100,114,155,95,0,0,1560,1501,23,36,0,0,Yes,,3,5,Air Conditioning,C1; H1;,"National Audit Office, 157-197 Buckingham Palace Road",Westminster,Cities of London and Westminster,LONDON,2016-03-31,2016-02-01,2016-04-28 14:53:13,Standard Occupancy,100023346366,Address Matched
2590870022018021310313268920220,,University of Westminster,115 New Cavendish Street,W1W 6UW,269278860000,116,121,131,E,2295,692,0,University Campus,2018-02-12,E09000033,E14000639,Greater London Authority,2018-02-13,University Campus,Natural Gas,,,,28426,126,216,137,80,0,0,2480,2604,659,866,0,0,Yes,1314,,1,Heating and Mechanical Ventilation,S4;,"University of Westminster, 115 New Cavendish Street",Westminster,Cities of London and Westminster,LONDON,2018-01-31,2017-12-31,2018-02-13 10:31:32,Standard Occupancy,100023465300,Address Matched
24147400302020061209170488500220,,"13, Princes Gardens",,SW7 1NA,438600580000,49,66,84,B,213,102,0,University Campus,2020-02-28,E09000033,E14000639,Greater London Authority,2020-06-12,University Campus,Natural Gas,,,,7477,70,217,52,80,0,0,218,244,202,310,0,0,No,,,4,Heating and Natural Ventilation,S4;,"13, Princes Gardens",Westminster,Cities of London and Westminster,LONDON,2020-05-16,2020-03-31,2020-06-12 09:17:04,Standard Occupancy,100023377650,Address Matched
679410242010022203044362000220,,St. Gabriel's School,Churchill Gardens,SW1V 3AG,421361060000,52,48,,C,7,41,,Schools and seasonal public buildings,2010-02-22,E09000033,E14000639,Greater London Authority,2010-02-22,Schools and seasonal public buildings,District Heating,,,,1812,99,146,7,40,0,0,7,,36,,,,No,,,4,Heating and Natural Ventilation,S3;,"St. Gabriel's School, Churchill Gardens",Westminster,Cities of London and Westminster,LONDON,2009-10-01,2009-07-31,2010-02-22 03:04:43,,10033532472,Address Matched
120427910202017031412270568010220,MAIN BUILDING,St. Gabriel's School,Churchill Gardens,SW1V 3AG,421361060001,53,45,47,C,4,34,0,Schools And Seasonal Public Buildings,2017-02-28,E09000033,E14000639,Greater London Authority,2017-03-14,Schools And Seasonal Public Buildings,District Heating,,,,1470,110,133,4,40,0,0,2,2,40,39,0,0,No,,,4,Heating and Natural Ventilation,S3;,"MAIN BUILDING, St. Gabriel's School, Churchill Gardens",Westminster,Cities of London and Westminster,LONDON,2016-06-30,2016-05-31,2017-03-14 12:27:05,Standard Occupancy,10033532472,Address Matched
9267500502011041807083225000220,,The Cockpit Theatre,Gateforth Street,NW8 8EH,651680020000,45,46,44,B,48,55,0,Entertainment Halls,2011-02-25,E09000033,E14001036,Greater London Authority,2011-04-18,Entertainment Halls,Natural Gas,,,,1379,204,417,63,150,0,0,42,37,61,61,0,0,No,,,4,Heating and Natural Ventilation,H5;,"The Cockpit Theatre, Gateforth Street",Westminster,Westminster North,LONDON,2010-12-30,2010-09-30,2011-04-18 07:08:32,Standard Occupancy,100023121790,Address Matched
29400640442014022711292400110220,ACADEMY SPORT,The Naim Dangoor Centre,255 Harrow Road,W2 5EZ,744434100001,67,61,58,C,115,52,0,Dry Sports And Leisure Facility,2014-02-20,E09000033,E14001036,Greater London Authority,2014-02-27,Dry Sports And Leisure Facility,Natural Gas,,,,2000,134,353,105,102,0,0,107,110,35,29,0,0,No,,,5,Heating and Natural Ventilation,H8;,"ACADEMY SPORT, The Naim Dangoor Centre, 255 Harrow Road",Westminster,Westminster North,LONDON,2014-01-01,2013-10-03,2014-02-27 11:29:24,Extended Occupancy,10033596115,Address Matched
5344800962017101212323190900230,,Paddington Fire Station,156 Harrow Road,W2 6NL,393304070000,30,35,34,B,69,108,0,Emergency Services,2017-10-12,E09000033,E14001036,Greater London Authority,2017-10-12,Emergency Services,Natural Gas,,,,5459,102,351,23,70,0,0.2,79,79,119,118,0,0,No,,,4,Heating and Natural Ventilation,S9;,"Paddington Fire Station, 156 Harrow Road",Westminster,Westminster North,LONDON,2017-11-01,2017-09-02,2017-10-12 12:32:31,Standard Occupancy,10033599881,Address Matched
10288920342014072610330872300230,,Sports Pavilion,Regents Park,NW1 4RU,131102370000,55,52,,C,69,5,0,Dry Sports And Leisure Facility,2014-07-22,E09000033,E14001036,Greater London Authority,2014-07-26,Dry Sports And Leisure Facility,Natural Gas,,,,1233,20,290,102,95,0,0,68,,8,,0,,No,,,4,Heating and Natural Ventilation,H8;,"Sports Pavilion, Regents Park",Westminster,Westminster North,LONDON,2014-07-03,2014-06-20,2014-07-26 10:33:08,Standard Occupancy,10033536693,Address Matched
41881460102013100211010383400230,,22 Grosvenor Gardens,,SW1W 0DH,310546480000,102,,,E,31,13,0,Schools And Seasonal Public Buildings,2013-07-27,E09000033,E14000639,Greater London Authority,2013-10-02,Schools And Seasonal Public Buildings,Natural Gas,,,,849,82,155,67,40,0,0,,,,,,,Yes,75,,1,Heating and Natural Ventilation,S3;,22 Grosvenor Gardens,Westminster,Cities of London and Westminster,LONDON,2013-07-27,2013-05-01,2013-10-02 11:01:03,Standard Occupancy,,
2196890202018092812100938800260,,London Underground Ltd,20 Cranbourn Street,WC2H 7RQ,322979830000,124,126,125,E,191,48,0,General Office,2018-06-28,E09000033,E14000639,Greater London Authority,2018-09-28,General Office,Natural Gas,,,,2003,125,126,165,124,0,0,201,231,54,47,0,0,Yes,292,,1,Air Conditioning,C1;,"London Underground Ltd, 20 Cranbourn Street",Westminster,Cities of London and Westminster,LONDON,2018-09-30,2018-07-01,2018-09-28 12:10:09,Extended Occupancy,,
13915080342017013017135400840260,RCS1,Imperial College London,Exhibition Road,SW7 2AZ,537538800004,287,269,,G,1927,178,0,University Campus,2016-06-20,E09000033,E14000639,Greater London Authority,2017-01-30,University Campus,Natural Gas,,,,6356.1,144,260,551,118,0,0,1779,,214,,0,,No,,,5,Heating and Mechanical Ventilation,S4;,"RCS1, Imperial College London, Exhibition Road",Westminster,Cities of London and Westminster,LONDON,2016-07-01,2016-05-03,2017-01-30 17:13:54,Extended Occupancy,,
1734870502012062508312355100260,,The Cabinet Office,22 Whitehall,SW1A 2WH,658067150000,79,95,119,D,425,63,0,General Office,2012-06-25,E09000033,E14000639,Greater London Authority,2012-06-25,General Office,District Heating,,,,7337,32,116,105,111,0,0,523,615,74,134,0,0,Yes,,2,1,Heating and Mechanical Ventilation,C1;,"The Cabinet Office, 22 Whitehall",Westminster,Cities of London and Westminster,LONDON,2012-06-28,2012-04-30,2012-06-25 08:31:23,Extended Occupancy,,
3856860402012062512565885400260,,Cabinet Office,35 Great Smith Street,SW1P 3BQ,642266480000,98,96,116,D,274,57,0,General Accommodation; General Office,2012-06-25,E09000033,E14000639,Greater London Authority,2012-06-25,General Office,Natural Gas,,,,4020,72,121,124,110,0,0,296,348,35,53,0,0,Yes,,2,1,Air Conditioning,S8; C1;,"Cabinet Office, 35 Great Smith Street",Westminster,Cities of London and Westminster,LONDON,2012-06-28,2012-04-30,2012-06-25 12:56:58,Standard Occupancy,100023339383,Address Matched
2605310902014062511034755300260,,The Cabinet Office,70 Whitehall,SW1A 2AS,699461350000,116,118,110,E,1308,228,0,General Office,2014-06-25,E09000033,E14000639,Greater London Authority,2014-06-25,General Office,District Heating,,,,14480,51,120,164,123,0,0,1229,1166,255,165,0,0,Yes,,3,1,Heating and Mechanical Ventilation,C1;,"The Cabinet Office, 70 Whitehall",Westminster,Cities of London and Westminster,LONDON,2014-06-28,2014-04-30,2014-06-25 11:03:47,Extended Occupancy,100023336963,Address Matched
4490860502016062713364442710260,SAINSBURY,London Business School,Sussex Place,NW1 4SA,855356740001,118,136,137,E,1145,561,0,General Accommodation; Restaurant; University Campus,2016-06-22,E09000033,E14001036,Greater London Authority,2016-06-27,University Campus,Natural Gas,,,,13023.7,222,262,160,110,0,0,1096,1182,399,458,0,0,Yes,,2,5,Heating and Mechanical Ventilation,S8; H1; S4;,"SAINSBURY, London Business School, Sussex Place",Westminster,Westminster North,LONDON,2016-02-20,2015-12-31,2016-06-27 13:36:44,Extended Occupancy,100022808328,Address Matched
4490660542017031318471347700260,,London Business School,Sussex Place,NW1 4SA,855356740000,131,118,136,F,1119,387,0,General Accommodation; Restaurant; University Campus,2016-06-23,E09000033,E14001036,Greater London Authority,2017-03-13,University Campus,Natural Gas,,,,13023.7,153,233,156,78,0,0,1145,1096,561,399,0,0,Yes,,2,5,Air Conditioning,S8; H1; S4;,"London Business School, Sussex Place",Westminster,Westminster North,LONDON,2017-03-13,2017-01-01,2017-03-13 18:47:13,Standard Occupancy,100022808328,Address Matched
102166530062020090114212356030270,,Harris Westminster Sixth Form,"Steel House, 11 Tothill Street",SW1H 9LH,754033650000,107,117,100,E,356,161,0,University Campus,2020-07-02,E09000033,E14000639,Greater London Authority,2020-09-01,University Campus,Natural Gas,,,,5608,148,215,115,80,0,0,404,367,163,129,0,0,Yes,,2,5,Heating and Mechanical Ventilation,S4;,"Harris Westminster Sixth Form, Steel House, 11 Tothill Street",Westminster,Cities of London and Westminster,LONDON,2020-06-30,2020-04-30,2020-09-01 14:21:23,Standard Occupancy,100023337848,Address Matched
67746670142018040914502053700270,,Post Office,1 Broadway,SW1H 0AX,412227750000,56,,,C,18,4,0,High Street Agency,2018-03-27,E09000033,E14000639,Greater London Authority,2018-04-09,High Street Agency,Grid Supplied Electricity,,,,545.996,,,,,,,,,,,,,Yes,44,,1,Mixed-mode with Mechanical Ventilation,C2;,"Post Office, 1 Broadway",Westminster,Cities of London and Westminster,LONDON,2018-03-27,2018-01-31,2018-04-09 14:50:20,Standard Occupancy,100023337679,Address Matched
31334100062014090211080252980280,,Post Office,"Trafalgar Square Post Office, 24-28 William IV Street",WC2N 4DL,859205250000,105,110,116,E,80,0,0,General Office; High Street Agency; Restaurant; Storage Facility,2014-08-12,E09000033,E14000639,Greater London Authority,2014-09-02,High Street Agency,Grid Supplied Electricity,,,,1018,0,57,143,116,0,0,91,91,0,0,0,0,Yes,40,,1,Heating and Mechanical Ventilation,C1; C2; H1; W4;,"Post Office, Trafalgar Square Post Office, 24-28 William IV Street",Westminster,Cities of London and Westminster,LONDON,2014-08-19,2014-06-30,2014-09-02 11:08:02,Standard Occupancy,,
52657840002019083013533670100280,,Chelsea & Westminster NHS Foundation Trust,56 Dean Street,W1D 6AQ,403884170000,232,161,138,G,150,26,0,Clinic,2019-08-20,E09000033,E14000639,Greater London Authority,2019-08-30,Clinic,Natural Gas,,,,1031.6,130,180,264,70,0,0,158,228,34,29,0,0,Yes,,2,5,Mixed-mode with Mechanical Ventilation,S5;,"Chelsea & Westminster NHS Foundation Trust, 56 Dean Street",Westminster,Cities of London and Westminster,LONDON,2019-08-20,2019-06-30,2019-08-30 13:53:36,Standard Occupancy,100023472118,Address Matched
2137380542012092712352491010280,LOST PROPERTY OFFICE,Transport for London,200 Baker Street,NW1 5RZ,554238090001,92,83,93,D,92,5,0,General Office; Storage Facility,2012-08-29,E09000033,E14001036,Greater London Authority,2012-09-27,General Office,Natural Gas,,,,1780,16,142,94,58,0,0,89,97,4,6,0,0,Yes,,2,5,Heating and Mechanical Ventilation,C1; W4;,"LOST PROPERTY OFFICE, Transport for London, 200 Baker Street",Westminster,Westminster North,LONDON,2012-09-30,2012-07-31,2012-09-27 12:35:24,Extended Occupancy,,
15068810102018082912144051400280,,National Portrait Gallery,39-40 Orange Street,WC2H 7HS,819331450000,185,188,203,G,1099,549,0,Cultural Activities; Restaurant,2018-08-29,E09000033,E14000639,Greater London Authority,2018-08-29,Cultural Activities,Natural Gas,,,,10084,281,211,198,86,0,0,1122,1246,527,517,0,0,Yes,,3,1,Air Conditioning,H4; H1;,"National Portrait Gallery, 39-40 Orange Street",Westminster,Cities of London and Westminster,LONDON,2018-09-01,2018-06-01,2018-08-29 12:14:40,Extended Occupancy,10033547377,Address Matched
7245010062015092209523888210290,,Valuation Office Agency,"Wingate House, 93-107 Shaftesbury Avenue",W1D 5BY,985113800000,146,152,155,F,170,71,0,General Office,2015-09-22,E09000033,E14000639,Greater London Authority,2015-09-22,General Office,Oil,,,,1986.3,135,117,156,110,0,0,358,378,166,181,0,0,Yes,,3,5,Mixed-mode with Mechanical Ventilation,C1;,"Valuation Office Agency, Wingate House, 93-107 Shaftesbury Avenue",Westminster,Cities of London and Westminster,LONDON,2015-09-30,2015-06-30,2015-09-22 09:52:38,Extended Occupancy,,
45044130132010120714005898900290,CAVENDISH HOUSE (FLOORS 1 & 2),101 New Cavendish Street,,W1W 6XH,303828220001,0,,,A,0,0,,General Office,2010-12-01,E09000033,E14000639,Greater London Authority,2010-12-07,General Office,Natural Gas,,,,6944,0,0,0,0,0,0,,,,,,,Yes,,3,5,Air Conditioning,C1;,"CAVENDISH HOUSE (FLOORS 1 & 2), 101 New Cavendish Street",Westminster,Cities of London and Westminster,LONDON,2011-01-30,2010-10-31,2010-12-07 14:00:58,,,
25378160442016020411095566500290,,"141-143, Drury Lane",,WC2B 5TB,349176560000,85,69,73,D,329,83,0,General Accommodation,2016-01-26,E09000033,E14000639,Greater London Authority,2016-02-04,General Accommodation,Grid Supplied Electricity,,,,4867,88,305,123,73,0,0,310,352,77,83,0,0,Yes,,2,1,Heating and Mechanical Ventilation,S8;,"141-143, Drury Lane",Westminster,Cities of London and Westminster,LONDON,2015-12-19,2015-09-30,2016-02-04 11:09:55,Extended Occupancy,10033533603,Address Matched
14354910302013022110294077800290,,Hampden Gurney School,13 Nutford Place,W1H 5HA,337761870000,194,161,,G,96,79,0,Schools And Seasonal Public Buildings,2013-01-23,E09000033,E14000639,Greater London Authority,2013-02-21,Schools And Seasonal Public Buildings,Natural Gas,,,,1921,214,131,92,40,0,0,79,,84,,0,,No,,,5,Heating and Mechanical Ventilation,S3;,"Hampden Gurney School, 13 Nutford Place",Westminster,Cities of London and Westminster,LONDON,2012-03-30,2012-01-05,2013-02-21 10:29:40,Standard Occupancy,10033560041,Address Matched
5109940942010012717494126000290,,Home Office,"Abell House, John Islip Street",SW1P 4LH,496784020000,201,188,,G,1504,447,,General office,2010-01-26,E09000033,E14000639,Greater London Authority,2010-01-27,General office,Natural Gas,,,,11718,197,117,233,110,0,0,1552,,298,,,,Yes,,3,5,Air Conditioning,C1;,"Home Office, Abell House, John Islip Street",Westminster,Cities of London and Westminster,LONDON,2009-12-01,2009-10-31,2010-01-27 17:49:41,,,
692230702020032015050454300290,,St. Georges RC School,Maida Vale,W9 1RB,972183350000,64,,,C,102,122,0,Schools And Seasonal Public Buildings,2020-01-24,E09000033,E14001036,Greater London Authority,2020-03-20,Schools And Seasonal Public Buildings,Natural Gas,,,Solar Photovoltaic Electricity System: 1 kWh Electricity,7197.82,87,137,26,40,0,0,,,,,,,Yes,,2,3,Heating and Natural Ventilation,S3;,"St. Georges RC School, Maida Vale",Westminster,Westminster North,LONDON,2020-03-01,2020-01-01,2020-03-20 15:05:04,Standard Occupancy,10033555782,Address Matched
29930981032020031912533989900293,,The Western Opthalmic Hospital,153-173 Marylebone Road,NW1 5QH,835925850000,100,,,D,305,242,0,Hospital - Clinical And Research,2019-10-08,E09000033,E14000639,Greater London Authority,2020-03-19,Hospital - Clinical And Research,Natural Gas,,,,4463,280,377,124,90,0,0,,,,,,,Yes,,2,1,Heating and Natural Ventilation,S6;,"The Western Opthalmic Hospital, 153-173 Marylebone Road",Westminster,Cities of London and Westminster,LONDON,2019-09-30,2019-07-01,2020-03-19 12:53:39,Standard Occupancy,10033564681,Address Matched
81271555032019051518324123900295,,Nutford House Annexe University of London,Brown Street,W1H 5UL,557323080000,98,85,81,D,28,106,0,General Accommodation,2015-10-02,E09000033,E14000639,Greater London Authority,2019-05-15,General Accommodation,Natural Gas,,,,1379,397,308,37,73,0,0,31,26,83,82,0,0,No,,,4,Heating and Natural Ventilation,S8;,"Nutford House Annexe University of London, Brown Street",Westminster,Cities of London and Westminster,LONDON,2018-10-01,2018-08-01,2019-05-15 18:32:41,Extended Occupancy,100023462310,Address Matched
55787934032014111307192904900296,,Greenwich Leisure Ltd,Jubilee Sports Centre,W10 4RR,368420470000,83,61,60,D,339,261,0,Swimming Pool Centre; Dry Sports And Leisure Facility,2014-10-20,E09000033,E14001036,Greater London Authority,2014-11-13,Swimming Pool Centre,Natural Gas,,,,3008.23,447,660,205,203,0,0,152,152,327,326,0,0,Yes,,1,5,Heating and Mechanical Ventilation,H6; H8;,"Greenwich Leisure Ltd, Jubilee Sports Centre",Westminster,Westminster North,LONDON,2014-10-31,2014-08-31,2014-11-13 07:19:29,Extended Occupancy,,
5801077932013031813053034000297,NEW ACADEMIC BUILDING,London School of Economics & Political Science,Houghton Street,WC2A 2AE,770421250009,68,109,,C,980,202,0,University Campus,2013-02-07,E09000033,E14000639,Greater London Authority,2013-03-18,University Campus,Natural Gas,,,,14714,71,269,121,118,0,0.1,969,,241,,0,,Yes,,2,1,Heating and Mechanical Ventilation,S4;,"NEW ACADEMIC BUILDING, London School of Economics & Political Science, Houghton Street",Westminster,Cities of London and Westminster,LONDON,2012-12-17,2012-09-30,2013-03-18 13:05:30,Extended Occupancy,100023430221,Address Matched
5800977632013021920032464000297,COWDRAY HOUSE,London School of Economics & Political Science,Houghton Street,WC2A 2AE,770421250006,53,57,65,C,71,27,0,University Campus,2013-02-06,E09000033,E14000639,Greater London Authority,2013-02-19,University Campus,Natural Gas,,,,1972,70,232,65,89,0,0,75,80,26,38,0,0,No,,,4,Heating and Natural Ventilation,S4;,"COWDRAY HOUSE, London School of Economics & Political Science, Houghton Street",Westminster,Cities of London and Westminster,LONDON,2012-12-17,2012-09-30,2013-02-19 20:03:24,Extended Occupancy,100023430221,Address Matched
5800970632010121018063344900297,COWDRAY HOUSE,London School of Economics & Political Science,Houghton Street,WC2A 2AE,770421250006,65,49,73,C,80,38,0,University Campus,2010-11-04,E09000033,E14000639,Greater London Authority,2010-12-10,University Campus,Natural Gas,,,,2006,99,240,72,80,0,0,75,81,31,27,0,0,No,,,4,Heating and Natural Ventilation,S4;,"COWDRAY HOUSE, London School of Economics & Political Science, Houghton Street",Westminster,Cities of London and Westminster,LONDON,2010-10-28,2010-10-27,2010-12-10 18:06:33,Standard Occupancy,100023430221,Address Matched
5813076432016020411232484000297,"TOWER 1, 2 & 3",London School of Economics & Political Science,Houghton Street,WC2A 2AE,770421250014,104,113,111,E,1511,310,0,University Campus,2016-01-08,E09000033,E14000639,Greater London Authority,2016-02-04,University Campus,Natural Gas,,,PV: 55708 kWh Electricity,15249,105,266,180,114,0,0,1599,1618,325,404,0,0,Yes,,2,1,Heating and Mechanical Ventilation,S4;,"TOWER 1, 2 & 3, London School of Economics & Political Science, Houghton Street",Westminster,Cities of London and Westminster,LONDON,2015-12-19,2015-09-29,2016-02-04 11:23:24,Extended Occupancy,100023430221,Address Matched
5801177032015012016394294900297,OLD BUILDING,London School of Economics & Political Science,Houghton Street,WC2A 2AE,770421250010,64,61,66,C,755,423,45,University Campus,2013-12-31,E09000033,E14000639,Greater London Authority,2015-01-20,University Campus,Natural Gas,,,,16148,118,256,85,118,4.2,3.2,791,871,412,374,42,131,Yes,,2,5,Heating and Mechanical Ventilation,S4;,"OLD BUILDING, London School of Economics & Political Science, Houghton Street",Westminster,Cities of London and Westminster,LONDON,2014-12-19,2014-09-30,2015-01-20 16:39:42,Extended Occupancy,100023430221,Address Matched
151213551232019120311595374900298,ARDIAN,"1, Grafton Street",,W1S 4FE,586420730002,52,,,C,164,0,0,General Office,2019-12-03,E09000033,E14000639,Greater London Authority,2019-12-03,General Office,Grid Supplied Electricity,,,,4310,0,110,69,95,0,0,,,,,,,Yes,,2,5,Air Conditioning,C1;,"ARDIAN, 1, Grafton Street",Westminster,Cities of London and Westminster,LONDON,2019-03-31,2019-01-01,2019-12-03 11:59:53,Standard Occupancy,10033601968,Address Matched
